id,board,agency,title,primary,secondary,ei_reason,labeler
187438ac8385,BKCB11,Department of Sanitation,Other garbage collection and recycling requests,City Services,,,"claude-sonnet, rubric.md, 2026-09-23"
2a75f98fccaa,BKCB11,Department of Sanitation,Other garbage collection and recycling requests,City Services,,,"claude-sonnet, rubric.md, 2026-09-23"
6739c656d207,BKCB11,Department of Transportation,Other traffic improvement requests,Transportation,,,"claude-sonnet, rubric.md, 2026-09-23"
6bfafb200726,BKCB11,Department of Transportation,Other transportation infrastructure requests,Transportation,,,"claude-sonnet, rubric.md, 2026-09-23"
10cd5a678adf,BKCB11,Department of Transportation,Other transportation infrastructure requests,City Services,,,"claude-sonnet, rubric.md, 2026-09-23"
b315a6193fdb,BKCB11,Department of Transportation,Other transportation infrastructure requests,Transportation,,,"claude-sonnet, rubric.md, 2026-09-23"
e37c0c90fba2,BKCB11,Department of Transportation,Other transportation infrastructure requests,Transportation,,,"claude-sonnet, rubric.md, 2026-09-23"
c4752eb8e5e4,BKCB11,Department of Transportation,Other transportation infrastructure requests,Transportation,,,"claude-sonnet, rubric.md, 2026-09-23"
f7f143086c02,BKCB11,Department of Transportation,Other transportation infrastructure requests,Transportation,,,"claude-sonnet, rubric.md, 2026-09-23"
8fdf2483bd42,BKCB11,Department of City Planning,Other zoning and land use requests,Land Use,,,"claude-sonnet, rubric.md, 2026-09-23"
9136a87c0072,BKCB11,Fire Department,Provide more firefighters or EMS workers,City Services,,,"claude-sonnet, rubric.md, 2026-09-23"
5d24419e334f,BKCB11,Department of Sanitation,Provide more frequent litter basket collection,City Services,,,"claude-sonnet, rubric.md, 2026-09-23"
acbdfdf892c5,BKCB11,Housing Preservation & Development,"Provide, expand, or enhance loan programs to rehabilitate multiple dwelling buildings",Land Use,,,"claude-sonnet, rubric.md, 2026-09-23"
867e7436b469,BKCB11,Housing Preservation & Development,"Provide, expand, or enhance programs for housing inspections to correct code violations",Land Use,,,"claude-sonnet, rubric.md, 2026-09-23"
de7decdc892f,BKCB11,Department of Parks & Recreation,"Reconstruct or upgrade a park or amenity (i.e. playground, outdoor athletic field)",Parks and Environment,,,"claude-sonnet, rubric.md, 2026-09-23"
cf671f63d1d3,BKCB11,Department of Parks & Recreation,"Reconstruct or upgrade a park or amenity (i.e. playground, outdoor athletic field)",Parks and Environment,,,"claude-sonnet, rubric.md, 2026-09-23"
f09cade8ec7d,BKCB11,Department of Parks & Recreation,"Reconstruct or upgrade a park or amenity (i.e. playground, outdoor athletic field)",Parks and Environment,,,"claude-sonnet, rubric.md, 2026-09-23"
d99646c7fb2d,BKCB11,Department of Parks & Recreation,"Reconstruct or upgrade a park or amenity (i.e. playground, outdoor athletic field)",Parks and Environment,,,"claude-sonnet, rubric.md, 2026-09-23"
d987da93986e,BKCB11,Department of Parks & Recreation,"Reconstruct or upgrade a park or amenity (i.e. playground, outdoor athletic field)",Parks and Environment,,,"claude-sonnet, rubric.md, 2026-09-23"
1dd42861df8d,BKCB11,Department of Parks & Recreation,"Reconstruct or upgrade a park or amenity (i.e. playground, outdoor athletic field)",Parks and Environment,,,"claude-sonnet, rubric.md, 2026-09-23"
fb54510071a2,BKCB11,Department of Parks & Recreation,"Reconstruct or upgrade a park or amenity (i.e. playground, outdoor athletic field)",Parks and Environment,,,"claude-sonnet, rubric.md, 2026-09-23"
49284511a93e,BKCB11,Department of Parks & Recreation,"Reconstruct or upgrade a park or amenity (i.e. playground, outdoor athletic field)",Parks and Environment,,,"claude-sonnet, rubric.md, 2026-09-23"
3724ddbf3b76,BKCB11,Department of Parks & Recreation,"Reconstruct or upgrade a park or amenity (i.e. playground, outdoor athletic field)",Parks and Environment,,,"claude-sonnet, rubric.md, 2026-09-23"
5ef63fb8c55d,BKCB11,Department of Transportation,"Repair or construct sidewalks, curbs, or pedestrian ramps",Transportation,,,"claude-sonnet, rubric.md, 2026-09-23"
def0587218af,BKCB11,Department of Transportation,Repair or provide new street lights,City Services,,,"claude-sonnet, rubric.md, 2026-09-23"
7e534d1653e0,BKCB11,Department of City Planning,Study land use and zoning to better provide for future neighborhood needs like affordable,Land Use,,,"claude-sonnet, rubric.md, 2026-09-23"
542308ee82e9,BKCB11,Department of Sanitation,Vending Enforcement Headcount,City Services,,,"claude-sonnet, rubric.md, 2026-09-23"
81c65eff04b0,BKCB12,Dept. of Health & Mental Hygiene,Animal and pest control requests including reducing rat and mosquito populations,Health and Human Services,,,"claude-sonnet, rubric.md, 2026-09-23"
1dfc92fe0d5a,BKCB12,Department of Environmental Protection,Clean catch basins,City Services,,,"claude-sonnet, rubric.md, 2026-09-23"
eb7bb9a9eff3,BKCB12,Department of Transportation,Conduct traffic or parking studies,Transportation,,,"claude-sonnet, rubric.md, 2026-09-23"
9d1ecd389758,BKCB12,Department of Transportation,Conduct traffic or parking studies,Transportation,,,"claude-sonnet, rubric.md, 2026-09-23"
d6ec19d661f0,BKCB12,Department of Transportation,Conduct traffic or parking studies,Transportation,,,"claude-sonnet, rubric.md, 2026-09-23"
596d732b6a27,BKCB12,Department of Transportation,Conduct traffic or parking studies,Transportation,,,"claude-sonnet, rubric.md, 2026-09-23"
218434857e2c,BKCB12,Department of Transportation,Conduct traffic or parking studies,Transportation,,,"claude-sonnet, rubric.md, 2026-09-23"
bc48b390e0b5,BKCB12,Department of Transportation,Conduct traffic or parking studies,Transportation,,,"claude-sonnet, rubric.md, 2026-09-23"
4dc4f729b4ea,BKCB12,Department of Parks & Recreation,Enhance park safety through more security staff (police or parks enforcement),Parks and Environment,,,"claude-sonnet, rubric.md, 2026-09-23"
c4411c492436,BKCB12,Brooklyn Public Library,Extend library hours or expand and enhance library programs,City Services,,,"claude-sonnet, rubric.md, 2026-09-23"
2b87f38eff81,BKCB12,Department of Parks & Recreation,"Forestry services, including street tree maintenance",Parks and Environment,,,"claude-sonnet, rubric.md, 2026-09-23"
4f4308e36f88,BKCB12,Department of Parks & Recreation,"Forestry services, including street tree maintenance",Parks and Environment,,,"claude-sonnet, rubric.md, 2026-09-23"
0de9573b5d5f,BKCB12,Department for the Aging,Funding for a new senior center program,Health and Human Services,,,"claude-sonnet, rubric.md, 2026-09-23"
5ec6acc5e9ba,BKCB12,Police Department,"Hire additional staff to address specific crimes (e.g. drug, gang-related, vice, etc.)",City Services,,,"claude-sonnet, rubric.md, 2026-09-23"
7ff62f960eec,BKCB12,Police Department,Hire additional traffic enforcement agents,City Services,,,"claude-sonnet, rubric.md, 2026-09-23"
7dec8b20a165,BKCB12,MTA / NYC Transit,"Improve accessibility of transit infrastructure, by providing elevators, escalators, etc.",Transportation,,,"claude-sonnet, rubric.md, 2026-09-23"
fa7c3c447aa0,BKCB12,Department of Transportation,"Improve traffic and pedestrian safety, including traffic calming",Transportation,,,"claude-sonnet, rubric.md, 2026-09-23"
1548f6cb739e,BKCB12,Department of Transportation,"Improve traffic and pedestrian safety, including traffic calming",Transportation,,,"claude-sonnet, rubric.md, 2026-09-23"
a9a5ecb2f8db,BKCB12,Department of Transportation,"Improve traffic and pedestrian safety, including traffic calming",Transportation,,,"claude-sonnet, rubric.md, 2026-09-23"
71b96356841b,BKCB12,Department of Sanitation,Increase enforcement of illegal dumping laws,City Services,,,"claude-sonnet, rubric.md, 2026-09-23"
3b4fbc4a8504,BKCB12,Department of Environmental Protection,"Inspect storm sewer on specific street segment and service, repair or replace as needed",City Services,,,"claude-sonnet, rubric.md, 2026-09-23"
3e1c1e463541,BKCB12,Department of Parks & Recreation,New equipment for maintenance,Parks and Environment,,,"claude-sonnet, rubric.md, 2026-09-23"
0cd299c1a2f9,BKCB12,Police Department,Other NYPD programs requests,City Services,,,"claude-sonnet, rubric.md, 2026-09-23"
c96f777a8d86,BKCB12,Department of Sanitation,Other cleaning requests,City Services,,,"claude-sonnet, rubric.md, 2026-09-23"
e5a4685d3988,BKCB12,Office of Management & Budget,Other community board facilities and staff requests,Engagement and Inclusion,,community board's own staffing and operating budget request,"claude-sonnet, rubric.md, 2026-09-23"
0257fcecaf0d,BKCB12,Youth & Community Development,Other expense budget request for DYCD,Health and Human Services,,,"claude-sonnet, rubric.md, 2026-09-23"
ddb101a040de,BKCB12,Human Resources Administration,Other expense budget request for HRA,Health and Human Services,,,"claude-sonnet, rubric.md, 2026-09-23"
94059cba9cbd,BKCB12,Department of Sanitation,Other garbage collection and recycling requests,City Services,,,"claude-sonnet, rubric.md, 2026-09-23"
8dc7d20b5b94,BKCB12,Department of Sanitation,Other garbage collection and recycling requests,City Services,,,"claude-sonnet, rubric.md, 2026-09-23"
b91817d824f6,BKCB12,Department for the Aging,Other senior center program requests,Health and Human Services,,,"claude-sonnet, rubric.md, 2026-09-23"
5d8de88d7db9,BKCB12,Department of Transportation,Other traffic improvement requests,Transportation,,,"claude-sonnet, rubric.md, 2026-09-23"
73f01032e5af,BKCB12,Department of Transportation,Other traffic improvement requests,Transportation,,,"claude-sonnet, rubric.md, 2026-09-23"
8e780f8266c3,BKCB12,Small Business Services,Other workforce development requests,Land Use,,,"claude-sonnet, rubric.md, 2026-09-23"
1b769b6aed9b,BKCB12,Department of Parks & Recreation,"Provide a new or expanded park or amenity (i.e. playground, outdoor athletic field)",Parks and Environment,,,"claude-sonnet, rubric.md, 2026-09-23"
8b9c36f760c4,BKCB12,Department of Parks & Recreation,Provide better park maintenance,Parks and Environment,,,"claude-sonnet, rubric.md, 2026-09-23"
4a354a0de9ec,BKCB12,Department of Sanitation,Provide more frequent garbage or recycling pick-up,City Services,,,"claude-sonnet, rubric.md, 2026-09-23"
7215abce3584,BKCB12,Department of Sanitation,Provide more frequent garbage or recycling pick-up for schools and institutions,City Services,,,"claude-sonnet, rubric.md, 2026-09-23"
4a306464078a,BKCB12,Department of Transportation,Provide new traffic or pedestrian signals,Transportation,,,"claude-sonnet, rubric.md, 2026-09-23"
ece50a1acf5f,BKCB12,Department of Parks & Recreation,"Reconstruct or upgrade a park or amenity (i.e. playground, outdoor athletic field)",Parks and Environment,,,"claude-sonnet, rubric.md, 2026-09-23"
184f9267f5c1,BKCB12,Department of Transportation,Reconstruct streets,City Services,,,"claude-sonnet, rubric.md, 2026-09-23"
fd581991d86c,BKCB12,Department of Transportation,"Roadway maintenance (resurfacing, trench restoration, etc.)",City Services,,,"claude-sonnet, rubric.md, 2026-09-23"
f65b004ea323,BKCB12,Department of City Planning,Study land use and zoning to better match current use or future neighborhood needs,Land Use,,,"claude-sonnet, rubric.md, 2026-09-23"
56ccd24929f6,BKCB13,Dept. of Health & Mental Hygiene,Addressing teen pregnancy issues,Health and Human Services,,,"claude-sonnet, rubric.md, 2026-09-23"
6bda90229ee5,BKCB13,Dept. of Health & Mental Hygiene,Air Quality Study for our community board,Health and Human Services,,,"claude-sonnet, rubric.md, 2026-09-23"
cc3d723bb49c,BKCB13,NYC Housing Authority,Air Quality testing in NYCHA developments,Land Use,,,"claude-sonnet, rubric.md, 2026-09-23"
1a19b6cc83a7,BKCB13,Dept. of Health & Mental Hygiene,Animal and pest control requests including reducing rat and mosquito populations,Health and Human Services,,,"claude-sonnet, rubric.md, 2026-09-23"
9a41b154c4ce,BKCB13,Department of Parks & Recreation,Asser Levy Park - Dog Run,Parks and Environment,,,"claude-sonnet, rubric.md, 2026-09-23"
5394492b0224,BKCB13,Department of Education,Assign more teaching staff,Health and Human Services,,,"claude-sonnet, rubric.md, 2026-09-23"
ef1baac08894,BKCB13,Department of Transportation,Barnes Dance - Various locations,Transportation,,,"claude-sonnet, rubric.md, 2026-09-23"
39b424b691f2,BKCB13,Department of Parks & Recreation,Boardwalk study on storm surges,Parks and Environment,,,"claude-sonnet, rubric.md, 2026-09-23"
3c8f5ba89d24,BKCB13,NYC Housing Authority,Bring Swim Safety Corps to Community Board 13,Health and Human Services,,,"claude-sonnet, rubric.md, 2026-09-23"
386b1389f4f2,BKCB13,MTA / NYC Transit,Bring the G Train to Coney Island during the summer season,Transportation,,,"claude-sonnet, rubric.md, 2026-09-23"
2751df336efc,BKCB13,Police Department,Build a new Precinct,City Services,,,"claude-sonnet, rubric.md, 2026-09-23"
5f4eb99b28e3,BKCB13,Department of Environmental Protection,Catch Basin Cleaning Vehicle,City Services,,,"claude-sonnet, rubric.md, 2026-09-23"
9410be64a7e8,BKCB13,Department of Transportation,Conducting traffic congestion study,Transportation,,,"claude-sonnet, rubric.md, 2026-09-23"
865c6eb68dbc,BKCB13,Department of Parks & Recreation,Construct permanent bathrooms on the boardwalk,Parks and Environment,,,"claude-sonnet, rubric.md, 2026-09-23"
7283a7f27a78,BKCB13,Administration for Children's Services,Continue to fund Headstart Programs,Health and Human Services,,,"claude-sonnet, rubric.md, 2026-09-23"
76407ba47c8e,BKCB13,Housing Preservation & Development,Continue to support emergency housing programs,Land Use,,,"claude-sonnet, rubric.md, 2026-09-23"
f7442dd41254,BKCB13,Department of Parks & Recreation,Demolish bandshell and put up recreational activities,Parks and Environment,,,"claude-sonnet, rubric.md, 2026-09-23"
235b8ddc2e43,BKCB13,Department of Environmental Protection,Develop a capital project for specific street segments currently lacking sanitary sewers,City Services,,,"claude-sonnet, rubric.md, 2026-09-23"
8ee9b4d65320,BKCB13,Fire Department,Drones to assist with fighting fires,City Services,,,"claude-sonnet, rubric.md, 2026-09-23"
98f91787728f,BKCB13,Department of Parks & Recreation,Drones to help with identifying illegal vendors and maintain public crowd safety,Parks and Environment,,,"claude-sonnet, rubric.md, 2026-09-23"
dd0560579ae5,BKCB13,Department of Parks & Recreation,Drones to help with lifeguards in saving lives,Parks and Environment,,,"claude-sonnet, rubric.md, 2026-09-23"
8e94d7d0f60a,BKCB13,Department for the Aging,Enhance NORC programs and health services,Health and Human Services,,,"claude-sonnet, rubric.md, 2026-09-23"
50d0bb8492f5,BKCB13,Administration for Children's Services,Enhance housing assistance for youth that are leaving foster care,Health and Human Services,,,"claude-sonnet, rubric.md, 2026-09-23"
5f160ddb655b,BKCB13,MTA / NYC Transit,Expand B Train to Stillwell Avenue,Transportation,,,"claude-sonnet, rubric.md, 2026-09-23"
808b6b2a9b90,BKCB13,MTA / NYC Transit,Expand SBS B82 bus to Stillwell Avenue,Transportation,,,"claude-sonnet, rubric.md, 2026-09-23"
0a2995d0adf1,BKCB13,Brooklyn Public Library,Expand cultural and educational programs,City Services,,,"claude-sonnet, rubric.md, 2026-09-23"
e090ab3f5e43,BKCB13,Department of Sanitation,Expand disposal events for hazardous household waste,City Services,,,"claude-sonnet, rubric.md, 2026-09-23"
ee139084edc6,BKCB13,Youth & Community Development,Expand skills training and employment services for high school students at risk of,Health and Human Services,,,"claude-sonnet, rubric.md, 2026-09-23"
77864ad6085f,BKCB13,Department of Education,Fix the soccer field and goal post at Century Playground,Health and Human Services,,,"claude-sonnet, rubric.md, 2026-09-23"
f831a576e829,BKCB13,Police Department,Fleet vehicles for CB13 area,City Services,,,"claude-sonnet, rubric.md, 2026-09-23"
e512469392a4,BKCB13,Fire Department,Gators for FDNY,City Services,,,"claude-sonnet, rubric.md, 2026-09-23"
69bfdb71cc9e,BKCB13,Department of Parks & Recreation,Grady Playground Upgrade,Parks and Environment,,,"claude-sonnet, rubric.md, 2026-09-23"
5cf5412920ef,BKCB13,Police Department,Hire additional crossing guards,City Services,,,"claude-sonnet, rubric.md, 2026-09-23"
dc2615ef235d,BKCB13,Police Department,Hire additional school safety agents,City Services,,,"claude-sonnet, rubric.md, 2026-09-23"
